isFraud,type,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
Yes,TRANSFER,13,2686564.04,2686564.04,0,0,0
Yes,CASH_OUT,13,2686564.04,2686564.04,0,438199.37,3124763.41
Yes,TRANSFER,13,6188514.81,6188514.81,0,0,0
Yes,CASH_OUT,13,6188514.81,6188514.81,0,381607.21,6424681.56
Yes,TRANSFER,13,123194.95,79466.45,0,535933.16,263908.84
No,CASH_OUT,14,160721.37,0,0,10656591.96,10938448.71
No,CASH_OUT,14,81832.09,0,0,331314.74,1001882.25
No,CASH_OUT,14,239141.05,0,0,2256688.82,2415538.21
No,CASH_OUT,14,2349.01,0,0,16925.2,19274.21
No,CASH_OUT,14,151284.45,0,0,175809.94,327094.39
No,CASH_OUT,14,330768.77,217819,0,31242.72,1269531.69
No,TRANSFER,14,582426.08,6871,0,615934.16,1256556.39
No,CASH_OUT,14,146282.75,92928,0,1166479.38,1312762.13
No,CASH_OUT,14,256777.37,32975,0,1940391,2458084.94
No,CASH_OUT,14,161274.76,51477,0,0,161274.76
No,CASH_OUT,14,107765.92,0,0,5915623.81,7181869.81
No,CASH_OUT,14,367700.48,33231,0,868205.22,1073158.16
No,TRANSFER,14,244944.85,0,0,345959.98,1011722.97
No,CASH_OUT,14,166799.54,0,0,203342.75,340051.88
No,CASH_OUT,14,163058.86,0,0,536505.17,699564.03
No,CASH_OUT,14,80384.9,0,0,2559775.41,4083496.58
No,TRANSFER,14,306029.14,15275,0,0,306029.14
No,CASH_OUT,14,249557.72,2034,0,0,249557.72
No,CASH_OUT,14,219263.98,0,0,446871.33,531084.71
No,CASH_OUT,14,12589.27,0,0,220789.95,1182093.03
No,CASH_OUT,14,179287.25,30270,0,0,1754259.88
No,CASH_OUT,14,133871.59,51460,0,948485.21,1734641.99
No,CASH_OUT,14,114211.54,454935.39,340723.86,6309880.04,6424091.58
No,CASH_OUT,14,157128.36,115856,0,0,0
No,CASH_OUT,14,313447.5,14196,0,120860.8,792374.74
No,CASH_OUT,14,99970.24,0,0,1312291.86,1778338.72
No,TRANSFER,14,467355.63,317732.09,0,22422,843251.2
No,CASH_OUT,14,302073.04,377224.61,75151.58,365852.05,1225307.86
No,CASH_OUT,14,152095.99,52007,0,615947.23,849341.77
No,CASH_OUT,14,95287.05,0,0,1894396.71,4447639.93
No,CASH_OUT,14,115833.51,15326,0,3296762.03,3412595.55
No,CASH_OUT,14,266424.58,0,0,1918181.59,2554640.89
No,CASH_OUT,14,234323.94,161489,0,0,234323.94
No,CASH_OUT,14,338382.1,1122,0,79664,704610.86
No,CASH_OUT,14,395039.13,0,0,491237.99,1374417.78
No,TRANSFER,14,1198141.26,31988,0,412440.81,2577740.18
No,CASH_OUT,14,214807.46,27021,0,79122.61,905544.75
No,CASH_OUT,14,161955.25,158,0,229094.45,257891.54
No,CASH_OUT,14,99214.05,0,0,2867732.09,2751132.77
No,TRANSFER,14,193745.04,27411.62,0,313205.92,445719.95
No,CASH_OUT,14,420650.46,167430,0,2958624.66,3379275.12
No,TRANSFER,14,462098.05,0,0,3430396.46,4017700.04
No,CASH_OUT,14,91145.85,11977,0,194428.72,413681.27
No,TRANSFER,14,56651.77,30928,0,627629.96,919116.62
No,CASH_OUT,14,115491.39,31690,0,534627.94,545261.4
No,TRANSFER,14,37988.9,0,0,6030680.19,6369453.42
No,CASH_OUT,14,181218.9,30359,0,210332.19,511234.28
No,CASH_OUT,14,250326.55,454019,203692.45,452331.97,702658.52
No,CASH_OUT,14,411747.63,1977,0,9349734.47,9780497.7
No,CASH_OUT,14,242023.21,95809,0,232811.63,1261491.3
No,CASH_OUT,14,1905.36,53979,52073.64,374055.63,458951.89
No,CASH_OUT,14,178541.81,0,0,342864.07,1360166.94
No,TRANSFER,14,349607.62,51355,0,34777.25,243061.63
No,CASH_OUT,14,37134.91,112517,75382.09,28353.15,65488.05
No,CASH_OUT,14,435145.79,8274,0,0,435145.79
No,CASH_OUT,14,423837.95,1318,0,76476.49,189882.19
No,CASH_OUT,14,116461.24,26423,0,0,116461.24
No,CASH_OUT,14,28237.83,177,0,31181,0
Yes,TRANSFER,14,2093951.47,2093951.47,0,0,0
Yes,CASH_OUT,14,2093951.47,2093951.47,0,0,2093951.47
Yes,TRANSFER,14,143032,143032,0,0,0
Yes,CASH_OUT,14,143032,143032,0,814654.61,1020323.73
Yes,TRANSFER,14,2927005.15,2927005.15,0,0,0
Yes,CASH_OUT,14,2927005.15,2927005.15,0,0,2994420.07
Yes,TRANSFER,14,1832319.42,1832319.42,0,0,0
Yes,CASH_OUT,14,1832319.42,1832319.42,0,43962.42,2440139.69
Yes,TRANSFER,14,1561891.66,1561891.66,0,0,0
Yes,CASH_OUT,14,1561891.66,1561891.66,0,3471928.95,6443177.56
Yes,TRANSFER,14,65488.05,65488.05,0,0,0
Yes,CASH_OUT,14,65488.05,65488.05,0,0,65488.05
No,CASH_OUT,15,100478.2,0,0,6582904.96,6683383.16
No,CASH_OUT,15,258960.52,29610,0,0,258960.52
No,CASH_OUT,15,344444.27,0,0,6114017.23,6943818.12
No,CASH_OUT,15,413083.05,14976,0,636,413719.05
No,CASH_OUT,15,294966.71,20432,0,0,294966.71
No,CASH_OUT,15,127496.3,0,0,1307092.25,1582335.83
No,CASH_OUT,15,110812.97,26341,0,37183.08,147996.05
No,CASH_OUT,15,49250.5,0,0,2370471.44,2419721.93
No,CASH_OUT,15,182590.15,32502,0,17217.38,541990.39
No,CASH_OUT,15,373462.8,127514.5,0,5270686.77,5605643.12
No,CASH_OUT,15,491605.34,0,0,6422150.15,6913755.49
No,CASH_OUT,15,522816.15,189417.05,0,10760739.91,11283556.07
No,CASH_OUT,15,55082.45,0,0,796491.88,851574.32
No,CASH_OUT,15,414310.17,21006,0,110171.69,590278.49
No,CASH_OUT,15,26675.78,51150,24474.22,9028427.36,8989650.23
No,CASH_OUT,15,178923.69,0,0,369141.12,735935.25
No,CASH_OUT,15,435025.89,3623,0,15236.59,450262.48
No,CASH_OUT,15,111002.49,0,0,1400384.41,1511386.9
No,CASH_OUT,15,171579.01,162735.64,0,368073.39,539652.4
No,CASH_OUT,15,123901.6,31663,0,314692,438593.6
No,CASH_OUT,15,515381.71,88002.21,0,1088465.32,1603847.02
No,CASH_OUT,15,141347.81,0,0,269418.35,410766.16
No,CASH_OUT,15,219535.73,256325.07,36789.33,581118.56,800654.3
No,CASH_OUT,15,294934.53,146714,0,0,294934.53
No,CASH_OUT,15,239232.36,12334,0,0,239232.36
No,CASH_OUT,15,136756.29,0,0,426944.71,563700.99
No,CASH_OUT,15,476403.03,32206,0,0,277595.29
No,CASH_OUT,15,213104.88,0,0,235884.01,520965.28
No,CASH_OUT,15,132755.05,451802.94,319047.89,632336.1,765091.15
No,CASH_OUT,15,25967.67,4140,0,0,25967.67
No,CASH_OUT,15,226468.79,31633,0,1989963.71,2216432.5
No,TRANSFER,15,595904.54,138328,0,436410.19,1032314.74
No,CASH_OUT,15,302443.17,118942,0,2259459.99,2651424.54
No,CASH_OUT,15,109556.41,0,0,3543044.51,5238724.39
No,CASH_OUT,15,302141.86,0,0,743058.25,1045200.11
No,CASH_OUT,15,5390.09,0,0,266880.78,272270.87
No,CASH_OUT,15,215520.99,53808.02,0,1525272.5,1740793.49
No,CASH_OUT,15,182947.14,0,0,5322142.44,5505089.58
No,CASH_OUT,15,67414.92,0,0,2927005.15,2994420.07
No,CASH_OUT,15,172456.72,0,0,1551526.45,1723983.17
No,CASH_OUT,15,424977.1,0,0,1522921.53,1947898.62
No,CASH_OUT,15,172231.84,0,0,271201.13,443432.97
No,CASH_OUT,15,66537.95,6119,0,492159.24,558697.19
No,CASH_OUT,15,8624.58,36452,27827.42,0,8624.58
No,CASH_OUT,15,200480.51,0,0,1101826.14,1302306.66
No,TRANSFER,15,92955.47,0,0,765304.06,909861.56
No,TRANSFER,15,419441.11,134,0,455978.31,875419.42
No,CASH_OUT,15,127343.63,0,0,517518.46,644862.08
No,CASH_OUT,15,179565.53,402737.04,223171.52,0,179565.53
No,CASH_OUT,15,112856.08,0,0,5150483.07,5339166.03
No,CASH_OUT,15,250848.56,11248,0,421309.32,409586.97
No,CASH_OUT,15,354236.46,82402,0,207.06,354443.52
No,CASH_OUT,15,938.62,441718,440779.38,393433.51,394372.12
No,TRANSFER,15,366931.44,51793,0,184377.09,551308.53
No,CASH_OUT,15,70891.37,60264,0,0,70891.37
No,TRANSFER,15,1285339.8,449,0,3109955.83,4395295.63
No,TRANSFER,15,79953.53,0,0,533290.31,613243.84
No,CASH_OUT,15,240402.24,8697,0,165659.08,406061.32
No,TRANSFER,15,476602.04,1347,0,3035720.96,4203552.8
No,CASH_OUT,15,189714.26,31277,0,0,231299.52
No,CASH_OUT,15,90940.63,0,0,223990.6,314931.23
No,CASH_OUT,15,82497.9,0,0,164223.52,246721.41
No,CASH_OUT,15,54276.56,9917,0,658143.24,990236.78
No,TRANSFER,15,382077.73,43364,0,1096859.02,963507.12
No,CASH_OUT,15,129399.32,12168,0,9354564.28,9483963.6
No,CASH_OUT,15,244739.88,11024,0,1382129.36,1626869.25
No,TRANSFER,15,985491.79,0,0,1292639.85,2278131.63
No,CASH_OUT,15,187673.47,447185.01,259511.54,273104.99,725369.99
No,CASH_OUT,15,283253.46,0,0,2439199.42,2722452.88
Yes,TRANSFER,15,696763.08,696763.08,0,0,69861.26
Yes,CASH_OUT,15,696763.08,696763.08,0,366114.58,1347073.81
Yes,TRANSFER,15,119,119,0,0,0
Yes,CASH_OUT,15,119,119,0,4844060.13,4844179.13
Yes,TRANSFER,15,128473.62,128473.62,0,0,0
Yes,CASH_OUT,15,128473.62,128473.62,0,0,128473.62
Yes,TRANSFER,15,248056.41,248056.41,0,0,0
Yes,CASH_OUT,15,248056.41,248056.41,0,0,201427.47
Yes,TRANSFER,15,164500.81,164500.81,0,0,0
Yes,CASH_OUT,15,164500.81,164500.81,0,685636.21,850137.02
Yes,TRANSFER,15,212089.74,212089.74,0,0,0
Yes,CASH_OUT,15,212089.74,212089.74,0,257758.48,469848.23
Yes,CASH_OUT,15,95428.32,0,0,0,95428.32
Yes,CASH_OUT,15,39713.28,0,0,1274866.51,1314579.79
Yes,TRANSFER,15,170,170,0,0,0
Yes,CASH_OUT,15,170,170,0,413421.36,345764.15
Yes,TRANSFER,15,747282.4,747282.4,0,0,0
Yes,CASH_OUT,15,747282.4,747282.4,0,5340917.82,6088200.22
Yes,TRANSFER,15,59385.67,59385.67,0,0,0
Yes,CASH_OUT,15,59385.67,59385.67,0,74371,133756.67
No,CASH_OUT,16,363651.58,9964,0,667675.18,1031326.76
No,TRANSFER,16,109446.61,0,0,128750.9,238197.51
No,CASH_OUT,16,279303.8,5577,0,735567.33,1263522.18
No,CASH_OUT,16,325813.22,10286,0,771378.35,1097191.57
No,CASH_OUT,16,67806.49,0,0,1116198.5,1203381.81
No,CASH_OUT,16,63729.63,0,0,1488805.89,1552535.51
No,CASH_OUT,16,204020.51,11171,0,227604.28,599037.91
No,CASH_OUT,16,473524.21,81707,0,0,473524.21
No,CASH_OUT,16,91536.25,0,0,214547.1,306083.36
No,CASH_OUT,16,286170.67,0,0,1055139.27,1341309.94
No,TRANSFER,16,275713.52,0,0,540319.21,816032.73
No,TRANSFER,16,44737.31,25032,0,85293.46,0
No,CASH_OUT,16,13161.71,43513,30351.29,1028175.06,1041336.76
No,CASH_OUT,16,168071.24,200879,32807.76,4346547.72,6019690.52
No,CASH_OUT,16,141376.66,90705,0,7304529.41,7359892.31
No,CASH_OUT,16,132732.1,0,0,983566.75,1116298.85
No,CASH_OUT,16,144338.06,0,0,1564305.1,1695114.62
No,TRANSFER,16,534348.01,0,0,1107597.95,1641945.96
No,TRANSFER,16,665196.12,766441.48,101245.37,910057.18,1691068.11
No,CASH_OUT,16,191576.8,106709,0,8540096.45,8731673.24
No,CASH_OUT,16,105515.98,0,0,147390,0
No,CASH_OUT,16,40238.56,0,0,503805.54,544044.1
No,CASH_OUT,16,71162.54,11222,0,197453.49,268616.03
No,CASH_OUT,16,83168.9,0,0,0,83168.9
No,TRANSFER,16,703228.38,0,0,5035114.82,5738343.2
No,CASH_OUT,16,59693.87,0,0,891225.94,646978.85
No,CASH_OUT,16,51095.37,0,0,229483.32,280578.69
No,CASH_OUT,16,173756.51,5034,0,0,173756.51
No,CASH_OUT,16,339214.76,0,0,2215641.93,2554856.69
No,CASH_OUT,16,165158.56,76491,0,772257.55,1266036.02
No,CASH_OUT,16,56734.15,485222.92,428488.77,0,56734.15
No,CASH_OUT,16,112895.66,256648.84,143753.18,279413.44,607000.57
No,CASH_OUT,16,174241.26,125804.86,0,510705.71,553462.49
No,CASH_OUT,16,192758.62,0,0,4351591.72,4544350.33
No,CASH_OUT,16,3416.2,70355,66938.8,1395614.5,1254644.62
No,CASH_OUT,16,209425.32,327851.71,118426.39,309983.81,519409.12
No,CASH_OUT,16,240.67,131288.68,131048.02,31385,0
No,CASH_OUT,16,321741,0,0,2374754.19,2646144.64
No,CASH_OUT,16,184942.17,0,0,455933.5,1028626.99
No,CASH_OUT,16,75264.82,111678.63,36413.81,158200,233464.82
No,TRANSFER,16,851680.93,57525,0,0,528631.2
No,CASH_OUT,16,169947.04,51844,0,0,169947.04
No,CASH_OUT,16,241444.67,18951,0,25527.29,266971.97
No,CASH_OUT,16,409079.93,0,0,1309190.56,1645446.29
No,CASH_OUT,16,233179.08,25653,0,1674805.98,1907985.06
No,CASH_OUT,16,238900.19,728,0,0,238900.19
No,CASH_OUT,16,129797.73,0,0,524393.52,654191.26
No,CASH_OUT,16,104137.07,0,0,710910.3,957925.13
No,CASH_OUT,16,33599.15,0,0,309226.13,342825.28
No,CASH_OUT,16,156106.81,0,0,1257142.64,1553881.36
No,CASH_OUT,16,187401.39,0,0,205676.48,301598.62
No,CASH_OUT,16,132358.91,0,0,1215851.66,1542912.09
No,TRANSFER,16,744617.93,439034.16,0,0,744617.93
No,CASH_OUT,16,112910.79,0,0,1211371.89,1172087.28
No,CASH_OUT,16,9851.87,0,0,1720867.34,1730719.21
No,CASH_OUT,16,200635.66,21481,0,0,200635.66
No,CASH_OUT,16,359956.89,214128.4,0,975208.28,1828078.12
No,CASH_OUT,16,38414.11,0,0,3417272.06,3455686.17
No,CASH_OUT,16,318432.63,0,0,1905860.68,1835765.61
Yes,TRANSFER,16,2198224.71,2198224.71,0,0,0
Yes,CASH_OUT,16,2198224.71,2198224.71,0,0,2198224.71
Yes,TRANSFER,16,828720.89,828720.89,0,0,0
Yes,CASH_OUT,16,828720.89,828720.89,0,9142622.59,10184336.54
Yes,TRANSFER,16,2701905.3,2701905.3,0,0,0
Yes,CASH_OUT,16,2701905.3,2701905.3,0,57418,2759323.3
Yes,TRANSFER,16,31074,31074,0,0,0
Yes,CASH_OUT,16,31074,31074,0,0,31074
Yes,TRANSFER,16,121626.82,121626.82,0,0,0
Yes,CASH_OUT,16,121626.82,121626.82,0,653744.34,775371.16
No,CASH_OUT,17,203174.1,0,0,291580.81,518797.37
No,CASH_OUT,17,5610.69,1328,0,7728533.47,9038772.44
No,CASH_OUT,17,127360.7,0,0,1661718.79,1482265.32
No,CASH_OUT,17,66764.52,214,0,10377.31,77141.84
No,CASH_OUT,17,67240.23,14390,0,1038,68278.23
No,TRANSFER,17,62258.56,0,0,139989,202247.56
No,CASH_OUT,17,69952.72,0,0,1794833.53,1864786.25
No,CASH_OUT,17,259728.73,241064.85,0,519585.73,779314.46
No,CASH_OUT,17,180240.63,19961,0,63228.49,243469.12
No,CASH_OUT,17,225007.04,62447,0,0,225007.04
No,CASH_OUT,17,102298.3,692158.82,589860.53,27035,129333.3
No,CASH_OUT,17,342533.75,0,0,1401172.56,1503591.84
No,CASH_OUT,17,118881.67,0,0,356417.92,475299.59
No,CASH_OUT,17,52086.11,0,0,414869.11,466955.22
No,TRANSFER,17,316564.41,0,0,1346301.94,1662866.36
No,CASH_OUT,17,36747.71,52757,16009.29,737432.56,552710.29
No,CASH_OUT,17,76006.37,1578028.1,1502021.72,336331.2,412337.58
No,CASH_OUT,17,283867.41,164214.72,0,14965,298832.41
No,CASH_OUT,17,412290.2,0,0,740102.55,1152392.76
No,TRANSFER,17,293152.17,0,0,2103559.37,2396711.54
No,CASH_OUT,17,1914.81,86049,84134.19,894453.23,896368.04
No,CASH_OUT,17,389010.89,0,0,2746387.91,3135398.8
No,CASH_OUT,17,42143.3,32193,0,76210.24,233147.87
No,CASH_OUT,17,537598.37,44754,0,64006,515686.55
No,CASH_OUT,17,254702.82,0,0,2080554.94,2243761.6
No,CASH_OUT,17,160218.19,152562,0,149690.01,820580.05
No,CASH_OUT,17,217574.85,0,0,2439264.38,2656839.23
No,TRANSFER,17,689474.1,10193,0,0,1146155.16
No,CASH_OUT,17,329959.83,0,0,2770188.32,3100148.15
No,CASH_OUT,17,6904.09,0,0,667289.46,674193.55
No,CASH_OUT,17,205580.9,251,0,253816.12,459397.02
No,CASH_OUT,17,163402.13,49706,0,658591.61,821993.74
No,CASH_OUT,17,309712.81,0,0,685446.83,995159.64
No,CASH_OUT,17,99193.57,420014.48,320820.91,58222.88,157416.45
No,CASH_OUT,17,44741,0,0,2253496.04,2298237.04
No,CASH_OUT,17,123162.49,0,0,1120410.37,1243572.86
No,TRANSFER,17,2104625,0,0,2503639.11,4608264.11
No,CASH_OUT,17,119672,0,0,4231457.99,4351129.98
No,TRANSFER,17,621282.24,20004,0,0,269086.74
No,CASH_OUT,17,104480.05,70824,0,0,104480.05
No,TRANSFER,17,214433.42,43781,0,0,181300.2
No,TRANSFER,17,251123.04,0,0,552905.83,966976.07
No,TRANSFER,17,1082.46,0,0,1631541.41,1577727.39
No,CASH_OUT,17,5416.26,42841,37424.74,13427,18843.26
No,CASH_OUT,17,11764.74,0,0,24018.8,35783.53
No,CASH_OUT,17,230163.2,248276,18112.8,107681.94,337845.14
No,TRANSFER,17,1033836.18,0,0,1525328.05,2559164.23
No,CASH_OUT,17,104593.81,0,0,4592463.87,5818898.39
No,CASH_OUT,17,238107.46,12679,0,18067.83,256175.29
No,CASH_OUT,17,205864.16,0,0,26601250.14,26807114.3
No,TRANSFER,17,160685.32,0,0,2973842.44,3134527.76
No,CASH_OUT,17,86357.67,45292,0,4176735.81,4263093.48
No,CASH_OUT,17,20667.4,0,0,532423.84,553091.24
No,TRANSFER,17,1884653.25,0,0,3772435.5,5657088.75
No,CASH_OUT,17,164973.57,0,0,259957.26,424930.82
No,CASH_OUT,17,119180.45,14728,0,19973,139153.45
No,TRANSFER,17,338388.24,53689,0,127870.54,50963.66
No,CASH_OUT,17,62366.46,0,0,409228.08,471594.55
No,CASH_OUT,17,254208.45,11143,0,103477.86,357686.31
No,TRANSFER,17,715892.96,0,0,4073197.13,4727812.61
No,CASH_OUT,17,179774.14,0,0,843955.62,1023729.75
No,CASH_OUT,17,85233.04,233775.26,148542.22,599494.9,460960.03
No,CASH_OUT,17,163877.55,185433.44,21555.89,243835.5,407713.04
No,CASH_OUT,17,3269.89,51581,48311.11,108997.85,112267.74
No,CASH_OUT,17,271795.29,0,0,414849.89,775997.18
No,TRANSFER,17,1488620.61,99893,0,132200.01,1784471.82
No,CASH_OUT,17,25678,30466,4788,0,25678
No,TRANSFER,17,373624.4,39122,0,3302793.13,3676417.54
No,CASH_OUT,17,161483.42,6341,0,10863598.41,11025081.83
Yes,TRANSFER,17,1639676.27,1639676.27,0,0,0
Yes,CASH_OUT,17,1639676.27,1639676.27,0,448954.92,2198318.48
Yes,TRANSFER,17,305627,305627,0,0,0
Yes,CASH_OUT,17,305627,305627,0,7699847.16,8005474.16
Yes,TRANSFER,17,195351.76,195351.76,0,0,0
Yes,CASH_OUT,17,195351.76,195351.76,0,156408.25,265841
Yes,CASH_OUT,17,42062.82,340830.43,298767.61,398931.35,678419.64
No,CASH_OUT,18,144259.47,0,0,150901.39,295160.85
No,CASH_OUT,18,44492.79,0,0,107422,151914.79
No,CASH_OUT,18,115729.98,36797,0,1997483.49,2113213.48
No,CASH_OUT,18,438436.16,0,0,3549904.3,4662894.67
No,CASH_OUT,18,221420.74,6154,0,2504148.79,2725569.53
No,CASH_OUT,18,336221.17,30964,0,2674253.53,2830174.44
No,CASH_OUT,18,229560.16,116308,0,653885.98,883446.14
No,CASH_OUT,18,310363.3,7694,0,83677.98,394041.27
No,CASH_OUT,18,220993.45,0,0,312587,533580.45
No,CASH_OUT,18,372545.63,11610,0,2240341.65,2612887.29
No,CASH_OUT,18,34017.23,498576.57,464559.34,724944.55,758961.78
No,CASH_OUT,18,99747.09,18109,0,160585.73,260332.83
No,CASH_OUT,18,196400.31,9981,0,2198379.43,3864954.16
No,CASH_OUT,18,129672.51,20582,0,0,164122.05
No,CASH_OUT,18,295411.33,21,0,15307.55,363767.99
No,TRANSFER,18,435644.07,50630,0,0,672866.96
No,TRANSFER,18,186169.97,0,0,4784839.73,6735983.6
No,CASH_OUT,18,296379.28,80556,0,427630.74,724010.02
No,CASH_OUT,18,132778.41,0,0,176948.87,309727.28
No,CASH_OUT,18,18306.27,9671,0,1471701.97,1490008.24
No,TRANSFER,18,802246.02,0,0,1153571.82,2116544.44
No,CASH_OUT,18,249623.85,15780,0,0,249623.85
No,CASH_OUT,18,176595.5,0,0,944013.07,1120608.56
No,CASH_OUT,18,102517.22,0,0,508316.77,610833.99
No,TRANSFER,18,550452.13,0,0,3251875.07,3777665.83
No,CASH_OUT,18,505354.2,0,0,3180999.1,3686353.3
No,TRANSFER,18,402723.02,105755,0,54993.64,655480.96
No,CASH_OUT,18,17579.55,1280832.91,1263253.36,526242.67,728325.29
No,CASH_OUT,18,310863.65,650362,339498.35,175038,485901.65
No,CASH_OUT,18,87775.22,91080.39,3305.17,192978.62,280753.84
No,CASH_OUT,18,183340.66,19622,0,20567.61,203908.27
No,CASH_OUT,18,165979.96,0,0,1527093.26,1693073.22
No,CASH_OUT,18,232803.19,0,0,247580.49,480383.68
No,TRANSFER,18,589912.24,100721,0,19507187.15,20097099.39
No,CASH_OUT,18,52601.15,400502,347900.85,3074,55675.15
No,CASH_OUT,18,64697.55,621.7,0,0,64697.55
No,CASH_OUT,18,151153.87,11428,0,741935.67,1366715.59
No,CASH_OUT,18,242889.78,103301,0,0,242889.78
No,CASH_OUT,18,147570.34,4092,0,364013.97,857892
No,CASH_OUT,18,75346.08,73321,0,0,75346.08
No,CASH_OUT,18,232742.14,0,0,3941414.48,4174156.62
No,CASH_OUT,18,57957.85,0,0,528151.53,586109.38
No,CASH_OUT,18,356932.44,0,0,1224494.24,2873495.43
No,CASH_OUT,18,282899.08,0,0,298467.36,830916.04
No,CASH_OUT,18,75542.34,0,0,241537.57,317079.91
No,TRANSFER,18,1405556.45,0,0,1656414.1,3061970.56
No,CASH_OUT,18,94426.92,0,0,2607912.09,3006511.47
No,CASH_OUT,18,133210.89,0,0,258317.31,391528.21
No,CASH_OUT,18,151666.27,2942,0,80351,225304.08
No,CASH_OUT,18,327706.28,27464,0,4940435.48,5423889.53
No,CASH_OUT,18,272653.97,180055.15,0,319007.39,793248.81
No,TRANSFER,18,741916.77,0,0,2185106.28,2927023.04
No,CASH_OUT,18,281958.91,6644,0,101544,507901.55
No,CASH_OUT,18,98229.27,11442,0,30058,0
No,CASH_OUT,18,173614.69,14434,0,1248410.55,879895.16
No,TRANSFER,18,1078073.16,0,0,1842877.61,2920950.77
No,TRANSFER,18,413556.96,0,0,1181017.55,1594574.51
Yes,TRANSFER,18,295664.18,295664.18,0,0,0
Yes,CASH_OUT,18,295664.18,295664.18,0,10184336.54,10480000.72
Yes,TRANSFER,18,307739.18,307739.18,0,0,0
Yes,CASH_OUT,18,307739.18,307739.18,0,25326,838246.41
Yes,CASH_OUT,18,314251.58,75956.47,0,7962205.25,8276456.84
Yes,TRANSFER,18,1102133.9,1102133.9,0,0,746575.95
Yes,CASH_OUT,18,1102133.9,1102133.9,0,306228.56,1408362.45
Yes,TRANSFER,18,1144089.37,1144089.37,0,0,0
Yes,CASH_OUT,18,1144089.37,1144089.37,0,2502877.26,3879210.29
Yes,TRANSFER,18,1974352.3,1974352.3,0,0,0
Yes,CASH_OUT,18,1974352.3,1974352.3,0,15531.71,1989884.01
Yes,TRANSFER,18,11481,11481,0,0,263492.28
Yes,CASH_OUT,18,11481,11481,0,761417.61,1765080.5
Yes,CASH_OUT,18,508782.2,0,0,1082007.65,1590789.85
Yes,TRANSFER,18,9131,9131,0,0,0
Yes,CASH_OUT,18,9131,9131,0,133084.02,142215.02
No,CASH_OUT,19,4729.88,0,0,503660.46,700577.88
No,CASH_OUT,19,135891.9,0,0,804047.94,939939.84
No,CASH_OUT,19,229635.51,56650,0,1403215.21,3205822.84
No,CASH_OUT,19,78345.04,0,0,651840.44,730185.48
No,CASH_OUT,19,54480.63,41247,0,1455239.09,2078831.74
No,CASH_OUT,19,80893.35,23247,0,169182.49,250075.85
No,CASH_OUT,19,293832.62,0,0,345084.85,707052.7
No,CASH_OUT,19,162313.58,0,0,869017.5,1053596.95
No,CASH_OUT,19,133538.63,10629,0,47966.33,181504.96
No,TRANSFER,19,658699.72,50071,0,0,658699.72
No,CASH_OUT,19,109484.19,0,0,145554.33,255038.52
No,CASH_OUT,19,180628.37,202283,21654.63,1018502.08,1199130.45
No,CASH_OUT,19,128302.56,127,0,383099.86,511402.42
No,CASH_OUT,19,150285.99,5065,0,0,150285.99
No,CASH_OUT,19,81571.96,0,0,127348.23,208920.19
No,TRANSFER,19,764793.78,0,0,2681138.61,3445932.38
No,TRANSFER,19,540370.04,137,0,51578.36,625024.64
No,TRANSFER,19,951586.34,64411,0,2912119.92,3863706.26
No,CASH_OUT,19,159299.79,29757,0,1669212.31,1385579.23
No,CASH_OUT,19,19233.77,0,0,62157,0
No,CASH_OUT,19,57374.47,0,0,2076476.48,2317961.52
No,CASH_OUT,19,96039.81,30102,0,0,96039.81
No,CASH_OUT,19,255010.59,51753,0,684052.15,939062.74
No,CASH_OUT,19,118425,5093,0,132484.15,747519.61
No,CASH_OUT,19,193143.25,20868,0,403407.21,1405639.92
No,TRANSFER,19,163891.2,0,0,848027.34,1011918.55
No,CASH_OUT,19,41709.49,0,0,8633765.69,9553857.05
No,CASH_OUT,19,143560.07,279234,135673.93,0,143560.07
No,CASH_OUT,19,80295.92,0,0,355693.22,435989.13
No,CASH_OUT,19,287172.43,0,0,1037638.15,1324810.58
No,CASH_OUT,19,77872.67,200553,122680.33,0,77872.67
No,TRANSFER,19,569297.25,0,0,957774.59,1527071.83
No,CASH_OUT,19,378142.8,42148,0,79308,112886.97
No,TRANSFER,19,96825.86,389025.49,292199.63,112201.57,407701.67
No,CASH_OUT,19,100275.1,0,0,2432850.66,2676752.43
No,CASH_OUT,19,41385.68,0,0,5284713.14,5524740.52
No,CASH_OUT,19,32992,234894.87,201902.87,333177.67,376485.38
No,CASH_OUT,19,34435.88,160,0,8774305.08,8496741.93
No,CASH_OUT,19,212070.59,0,0,1671599.41,1883670
No,TRANSFER,19,773113.75,0,0,1873150.98,2565097.45
No,TRANSFER,19,533505.96,30448,0,78988.92,364718.58
No,CASH_OUT,19,90998.65,0,0,111518.87,202517.52
No,CASH_OUT,19,94557.01,0,0,643945.51,712042.86
No,CASH_OUT,19,8932.45,0,0,59622.92,68555.38
No,TRANSFER,19,11001.27,0,0,326498.34,60292.65
No,CASH_OUT,19,142454.27,15480,0,1777623.53,1848658.13
No,CASH_OUT,19,654123.45,0,0,1798999.17,2453122.62
No,CASH_OUT,19,85994.43,34743,0,70813,0
No,CASH_OUT,19,70638.69,111,0,771983.17,546485.34
No,CASH_OUT,19,178510.57,126617,0,1638987.84,1817498.41
No,CASH_OUT,19,134478.45,37409,0,75124.01,178541.07
